0.000000000000000000e+00,9.900933419019935400e+00,4.305033673301788433e+00,1.605200576264853396e+01,9.380339363778112727e+00,6.857197281067718642e+00,9.929371108087265974e-01,2.911455197541125806e+00,1.248115631395929448e+01,3.736070398682304727e+00,1.229739888387450852e+00,6.105459338629883881e+00,1.946070740723940151e+00,1.351017665673030521e+01,7.740132348509518145e+00,1.127146616370798604e+00,1.152367287219856173e+01,2.321157251977337577e+00,5.868384713944719167e+00,2.515152386477368385e+00,1.750017906507730103e+01,9.213610967590408762e+00,1.071157978680747247e+00,9.250485055163458981e+00,1.459961142045212945e+01,1.049024712374237112e+01,1.204940338032090885e+01,5.431723099212215189e+00,1.295943119303209157e+00,5.084546399210786660e+00,3.342880277773991882e+00,8.848457051288037833e-01,8.024682170515983870e+00,7.070621787816216752e+00,6.943118939109792720e+00,8.669782390489316981e+00,3.538216979982116595e+00,1.727935746926460014e+00,1.658354836428671675e+01,4.676456947615885262e+00,2.650223202460062044e+00,1.122252410449708115e+01,4.318256842180491439e+00,2.100295029399127156e+00,1.089713376854565485e+00,2.304495416191556956e+00,1.075702390489077942e+01,1.514400989413108611e+01,9.995786779261092159e-01,1.755686124942908988e+00
9.900933419019935400e+00,0.000000000000000000e+00,5.625613039704852270e+00,6.151338174046512286e+00,1.824946827376890957e+00,3.178934926745542011e+00,1.046374902051212175e+01,7.231446290954531619e+00,2.589716090235913981e+00,6.218217807728706248e+00,8.717660648560988434e+00,4.012684757130816848e+00,1.169586896940766430e+01,3.609335454637263130e+00,2.331749797658273060e+00,9.340998145504025629e+00,1.720430814026006727e+00,7.596454643799119388e+00,4.189430911335649377e+00,8.439127299755453393e+00,7.622529479399531738e+00,1.117884820773879850e+00,1.097045409326565313e+01,1.137535692483023109e+00,4.701902636019176462e+00,1.138643228147865116e+00,2.181373399140958291e+00,4.941170135728910395e+00,9.090780020838204578e+00,4.820172654857540095e+00,6.573854257441166027e+00,9.929475999410792397e+00,2.222628035768654531e+00,3.154678675637124563e+00,3.486285202612570799e+00,1.262323970167202436e+00,7.129947448102588403e+00,9.585236454973850684e+00,6.696719055271739052e+00,5.360189453731737608e+00,1.237687518263205888e+01,1.330475347116423901e+00,5.999360655819961252e+00,8.317271130399459977e+00,1.071299212280638002e+01,7.661351852971649556e+00,1.046195180658985313e+00,5.248986274359945803e+00,8.974481989567179241e+00,1.104060847720801242e+01
4.305033673301788433e+00,5.625613039704852270e+00,0.000000000000000000e+00,1.176766535362257038e+01,5.356264696662619507e+00,2.772843082071598797e+00,4.839120331280888365e+00,1.666336603764967172e+00,8.214607813448902007e+00,1.055795870512115542e+00,3.099967930802065563e+00,1.845647594301127459e+00,6.070282655332261967e+00,9.228596398723947658e+00,3.435759744379763170e+00,3.723596008707170668e+00,7.287466326159923291e+00,1.984563687180491032e+00,1.965631148603731670e+00,3.013205648611300358e+00,1.324600685159243874e+01,4.908637629709763139e+00,5.366972498254188650e+00,5.082484560644648042e+00,1.031126968500392138e+01,6.307402762276811181e+00,7.754096609250782812e+00,1.483485357538326443e+00,3.682089517739963735e+00,9.480452626672637439e-01,9.627964735884805281e-01,4.460428726936726207e+00,3.941472519848548295e+00,2.799060867983750089e+00,3.136343314621881095e+00,4.379293068787127652e+00,1.944875125882100209e+00,4.036670596327409655e+00,1.232192247061141188e+01,1.241696675041199516e+00,6.752885029117154048e+00,6.936532775583724053e+00,1.071331480172875050e+00,2.752989734009517075e+00,5.199165021788852314e+00,2.207265074793077098e+00,6.455261214145178172e+00,1.087449014604959352e+01,3.434768598862383726e+00,5.435701521148587290e+00
1.605200576264853396e+01,6.151338174046512286e+00,1.176766535362257038e+01,0.000000000000000000e+00,7.051326407989725098e+00,9.274788894704846243e+00,1.659861498389134127e+01,1.334576569280722858e+01,3.587600821491822689e+00,1.236232994085380277e+01,1.486486473004182862e+01,1.007655944650964308e+01,1.783374684859855819e+01,2.542055828337489221e+00,8.379869085988042698e+00,1.546841134310371046e+01,4.596613717698748935e+00,1.374452271853508734e+01,1.029204902137812283e+01,1.449132452143289029e+01,1.671174818822054986e+00,6.921205395758588175e+00,1.712118750052473004e+01,6.914253288352949944e+00,1.460352176738790586e+00,5.711516284660226539e+00,4.024319703389558356e+00,1.094384332617855726e+01,1.522562548131168292e+01,1.097114029251736156e+01,1.272088303065938497e+01,1.606944234886922729e+01,8.179133120972204907e+00,9.145714547121968963e+00,9.419073557560311727e+00,7.388376953679435921e+00,1.315711342553604979e+01,1.567150417944810492e+01,8.220777371399404787e-01,1.148272730283903797e+01,1.850878826850355807e+01,4.831356099989768893e+00,1.205397115014754483e+01,1.442107796660492802e+01,1.685759093633824079e+01,1.380833419211860935e+01,5.341857084309590498e+00,9.873359083406496595e-01,1.512439170850731962e+01,1.715344034825442776e+01
9.380339363778112727e+00,1.824946827376890957e+00,5.356264696662619507e+00,7.051326407989725098e+00,0.000000000000000000e+00,2.585471655289380610e+00,1.007905706648765509e+01,7.022266901569365061e+00,3.560069051753146585e+00,5.651416641650598649e+00,8.284351032856042352e+00,4.200890652831672512e+00,1.127564922401525571e+01,4.618771852457507876e+00,2.902037157964013847e+00,9.014189604590109539e+00,2.523709869319610721e+00,7.184013565458180928e+00,3.520279575548035833e+00,8.355108400475094399e+00,8.305806918589121679e+00,2.545570538186989751e+00,1.044416812220839041e+01,7.947478303127537558e-01,5.700637767679836543e+00,1.400406101298433237e+00,3.520186283901694413e+00,5.162040839071812215e+00,8.395608086349415800e+00,4.426610000320393645e+00,6.210801804707903884e+00,9.250476224617450782e+00,1.418097743409898470e+00,3.647933963482258513e+00,2.459889776331783295e+00,2.034914127252844374e+00,7.151675473888922774e+00,9.386621873889360756e+00,7.435071100525113330e+00,4.704017458012379471e+00,1.197695838196594664e+01,2.727186326096734170e+00,6.025428064209534362e+00,8.104480532071567822e+00,1.005527236787931145e+01,7.076955564589671788e+00,2.771427115313578327e+00,6.075604503468514217e+00,8.399567374153370736e+00,1.073371325576695945e+01
6.857197281067718642e+00,3.178934926745542011e+00,2.772843082071598797e+00,9.274788894704846243e+00,2.585471655289380610e+00,0.000000000000000000e+00,7.516526393771036929e+00,4.437896794125196998e+00,5.687188543836093402e+00,3.123179976768505561e+00,5.727807311629153908e+00,1.950542648147762126e+00,8.725141082561156836e+00,6.742144552677312497e+00,1.773548861830552381e+00,6.437998245778466355e+00,4.694733135337043173e+00,4.617132314839216711e+00,1.017408400919785016e+00,5.779484612434254487e+00,1.066760898013054693e+01,2.857539580446677885e+00,7.927046205787760869e+00,2.395818494367073281e+00,7.844020123041233639e+00,3.635501613753579164e+00,5.358686699595275549e+00,2.811595015007308795e+00,5.956443371616387594e+00,1.841419865363142616e+00,3.630486601222180809e+00,6.804861068936481239e+00,1.179250992058324954e+00,1.941927600732196613e+00,7.748480217761007927e-01,2.115011925769860301e+00,4.611167134343729046e+00,6.801168272449708674e+00,9.761356863795267458e+00,2.211567137772133318e+00,9.422577331040489668e+00,4.502776027846902451e+00,3.509259070696020721e+00,5.519040027116704827e+00,7.600107235945037232e+00,4.569107062646815542e+00,4.162528442609159995e+00,8.338546114078566163e+00,5.895069635496760441e+00,8.158085552507055027e+00
9.929371108087265974e-01,1.046374902051212175e+01,4.839120331280888365e+00,1.659861498389134127e+01,1.007905706648765509e+01,7.516526393771036929e+00,0.000000000000000000e+00,3.270171608391471807e+00,1.305320595659446425e+01,4.438357203030269815e+00,1.796713525540339473e+00,6.551273291494863038e+00,1.237583659685694171e+00,1.406252084510239797e+01,8.230638855361977591e+00,1.142462604156096795e+00,1.212401914825801086e+01,2.899525137155534615e+00,6.559672219075011412e+00,2.434500619115687936e+00,1.808504979569445226e+01,9.703386537706460757e+00,9.471859519929741733e-01,9.890016526673264252e+00,1.514016889996403137e+01,1.112488491972063720e+01,1.257837784458385855e+01,5.779552545241418926e+00,2.281173986014910060e+00,5.696162634140247150e+00,3.904117976224186215e+00,1.807588962171385205e+00,8.694525623313857920e+00,7.508997662699992581e+00,7.677103706643774395e+00,9.213117426700360824e+00,3.685746061316807598e+00,1.288992438052638079e+00,1.716044089712596943e+01,5.394924786601890787e+00,1.913979101519150072e+00,1.176983497510111398e+01,4.641206731748105163e+00,2.248472773235494770e+00,1.616139783626403759e+00,3.079685677606786687e+00,1.126981067457103158e+01,1.571191320554097715e+01,1.890286150381369934e+00,7.698271445652959954e-01
2.911455197541125806e+00,7.231446290954531619e+00,1.666336603764967172e+00,1.334576569280722858e+01,7.022266901569365061e+00,4.437896794125196998e+00,3.270171608391471807e+00,0.000000000000000000e+00,9.819539981170567700e+00,1.774355349096424561e+00,1.690104574971767581e+00,3.282248768550106721e+00,4.507427157115737160e+00,1.081520868913223232e+01,4.968402449960415801e+00,2.129833864740803939e+00,8.915541338317277464e+00,8.620327957514697381e-01,3.587120983218740289e+00,1.385442950735558787e+00,1.485190003792664193e+01,6.438225304027001883e+00,3.918610911307012667e+00,6.739763521014605629e+00,1.188597688891704074e+01,7.958098776125319240e+00,9.322242200656749134e+00,2.531114676698906774e+00,2.712032675356236489e+00,2.602059981694341051e+00,9.387315554495787584e-01,3.309500431309305934e+00,5.607807057373223714e+00,4.238834137247931011e+00,4.759436879253837738e+00,5.972942332885748939e+00,9.039189551606833239e-01,2.374039413321080705e+00,1.392320739106820149e+01,2.600689792471283290e+00,5.168917457291315465e+00,8.523899959298161022e+00,1.407219450350406742e+00,1.091817464020435446e+00,3.932079435457950023e+00,1.545777614453002657e+00,8.009364405730176273e+00,1.247100519391404028e+01,2.252111903230435086e+00,3.810132138638432586e+00
1.248115631395929448e+01,2.589716090235913981e+00,8.214607813448902007e+00,3.587600821491822689e+00,3.560069051753146585e+00,5.687188543836093402e+00,1.305320595659446425e+01,9.819539981170567700e+00,0.000000000000000000e+00,8.779517854981472524e+00,1.130376579623293409e+01,6.582119223498481553e+00,1.428485171430076583e+01,1.068496413928791799e+00,4.885548528405818658e+00,1.193068275166351633e+01,1.038720004631381144e+00,1.018219590689927401e+01,6.704461272868356581e+00,1.101257208636603124e+01,5.032932851419452902e+00,3.482061508789670690e+00,1.355159151239574378e+01,3.336547950418181419e+00,2.168777738244503261e+00,2.171122665115434280e+00,7.954871830821477197e-01,7.489158695112895003e+00,1.163909353233378141e+01,7.396819576231525417e+00,9.160662928316602560e+00,1.248393618459240351e+01,4.599664373211049373e+00,5.686772620124859401e+00,5.850852163133609452e+00,3.846722989535049653e+00,9.693380921414005869e+00,1.216868519696827811e+01,4.107314767123420474e+00,7.895494072458541623e+00,1.496646682090188918e+01,1.323168975841102490e+00,8.570199040808320845e+00,1.090389300920284477e+01,1.327374443169248863e+01,1.022675974469918891e+01,1.947669984480662420e+00,2.662859452763979284e+00,1.154562355787995465e+01,1.362927520789902580e+01
3.736070398682304727e+00,6.218217807728706248e+00,1.055795870512115542e+00,1.236232994085380277e+01,5.651416641650598649e+00,3.123179976768505561e+00,4.438357203030269815e+00,1.774355349096424561e+00,8.779517854981472524e+00,0.000000000000000000e+00,2.641770307460674427e+00,2.769673555949647703e+00,5.624944815930387421e+00,9.821658515279295898e+00,4.196106359923684082e+00,3.416104597168412749e+00,7.805368476670554223e+00,1.579213499191937542e+00,2.133531569285862073e+00,3.124621860634412496e+00,1.378269228377981115e+01,5.635197438930027225e+00,4.804854075623747889e+00,5.518517616932707703e+00,1.091845940838506301e+01,6.758388804258804505e+00,8.389497917603979005e+00,2.537284257961446077e+00,2.879443813838630906e+00,1.426520019088652669e+00,8.478169663612291629e-01,3.711934928422134572e+00,4.288611775126758729e+00,3.672354977883961258e+00,3.239111194470052801e+00,5.020860694960005866e+00,2.447638368215220517e+00,3.896916347410682047e+00,1.287147249007014693e+01,9.571101380487202492e-01,6.327335619055207694e+00,7.547683042087622418e+00,1.963914066110050038e+00,2.680719721225115482e+00,4.495461914342465448e+00,1.448374719899959473e+00,7.125387330964619181e+00,1.143975558746764065e+01,2.772726311645947739e+00,5.120128687977648418e+00
1.229739888387450852e+00,8.717660648560988434e+00,3.099967930802065563e+00,1.486486473004182862e+01,8.284351032856042352e+00,5.727807311629153908e+00,1.796713525540339473e+00,1.690104574971767581e+00,1.130376579623293409e+01,2.641770307460674427e+00,0.000000000000000000e+00,4.882035350484964731e+00,2.997750403223728544e+00,1.232448088675142728e+01,6.528619144789675310e+00,8.603075587015659442e-01,1.036011384569648719e+01,1.121682147389163831e+00,4.764313679359773346e+00,1.636895940253277004e+00,1.633080226624425180e+01,8.003353152342917554e+00,2.272277535675740978e+00,8.109127737158120297e+00,1.340953900721305203e+01,9.346468097119476681e+00,1.085375454354909053e+01,4.202700580929382035e+00,1.323079444054261700e+00,3.919802557880988303e+00,2.144041957336696669e+00,1.680796255543802076e+00,6.904281831443190853e+00,5.847120700028469287e+00,5.880748779624688005e+00,7.477111839290722983e+00,2.387034014019643102e+00,1.534442455833555208e+00,1.541001799343816003e+01,3.598545132657851031e+00,3.694961776079827676e+00,1.003353133046017120e+01,3.093908041372473772e+00,1.066321261657640074e+00,2.245423068563060731e+00,1.327454874357356873e+00,9.554934442598423061e+00,1.396580598619517488e+01,7.183149816524215803e-01,2.491231568163893684e+00
6.105459338629883881e+00,4.012684757130816848e+00,1.845647594301127459e+00,1.007655944650964308e+01,4.200890652831672512e+00,1.950542648147762126e+00,6.551273291494863038e+00,3.282248768550106721e+00,6.582119223498481553e+00,2.769673555949647703e+00,4.882035350484964731e+00,0.000000000000000000e+00,7.788821188458312506e+00,7.555335177488692544e+00,1.699322089571644545e+00,5.412004017158912106e+00,5.725885528077816922e+00,3.791654180241818217e+00,1.903380916905088371e+00,4.430454821802646492e+00,1.160455262662891229e+01,3.159100668946607460e+00,7.153425130918897423e+00,3.720433096851778032e+00,8.616208134888619696e+00,4.862313598282110405e+00,6.052486502880100261e+00,9.676146724069798477e-01,5.527452447110574596e+00,1.488073468516354136e+00,2.791341294796914507e+00,6.303253165935259972e+00,2.846526825431569652e+00,9.651838426075850519e-01,2.663028012825485291e+00,2.752536808097773680e+00,3.117419053142233665e+00,5.595789829155770612e+00,1.067199637477524554e+01,2.321381183550043303e+00,8.450715011884142314e+00,5.271432647534926019e+00,1.988239326866858558e+00,4.346758558030736630e+00,7.032749709046001385e+00,4.051856914146547695e+00,4.735248340968361447e+00,9.217097598314881068e+00,5.269167908359108310e+00,7.080071100536253326e+00
1.946070740723940151e+00,1.169586896940766430e+01,6.070282655332261967e+00,1.783374684859855819e+01,1.127564922401525571e+01,8.725141082561156836e+00,1.237583659685694171e+00,4.507427157115737160e+00,1.428485171430076583e+01,5.624944815930387421e+00,2.997750403223728544e+00,7.788821188458312506e+00,0.000000000000000000e+00,1.529676442143002113e+01,9.467828226100191813e+00,2.378319564047452594e+00,1.335069898916075282e+01,4.114916637396675014e+00,7.755704755133812078e+00,3.599650956480659136e+00,1.931571438776650851e+01,1.094079140266001815e+01,1.027148322593081309e+00,1.110652201358713675e+01,1.637565548358999479e+01,1.234337908038982157e+01,1.381439609597804008e+01,7.011712321261319936e+00,3.176831378695745833e+00,6.915154971067893008e+00,5.128606806280062713e+00,2.460515021681874970e+00,9.900863722320584870e+00,8.746239538611760622e+00,8.855710949190044090e+00,1.044703993454322877e+01,4.892385296812848949e+00,2.383915571209075157e+00,1.839216176821475202e+01,6.577330905046608223e+00,7.061451692698985649e-01,1.300413907453107498e+01,5.873048161443818138e+00,3.474649207920534888e+00,1.853108487947641603e+00,4.224034639152453252e+00,1.250659045449527440e+01,1.694462850974047186e+01,2.944138858471182729e+00,9.287805725741467011e-01
1.351017665673030521e+01,3.609335454637263130e+00,9.228596398723947658e+00,2.542055828337489221e+00,4.618771852457507876e+00,6.742144552677312497e+00,1.406252084510239797e+01,1.081520868913223232e+01,1.068496413928791799e+00,9.821658515279295898e+00,1.232448088675142728e+01,7.555335177488692544e+00,1.529676442143002113e+01,0.000000000000000000e+00,5.856213775230298957e+00,1.293455672777811571e+01,2.104703555873797871e+00,1.120379549986784440e+01,7.759511771442176631e+00,1.198011182114262319e+01,4.056181881050426874e+00,4.412536174322179150e+00,1.457952222600400027e+01,4.403212448559284731e+00,1.102936875744701783e+00,3.236711001335233373e+00,1.517884706734971001e+00,8.439726920965032519e+00,1.268763272929595054e+01,8.429093397037531687e+00,1.018043894967768637e+01,1.353015647999780491e+01,5.665069151637490918e+00,6.636763361954490570e+00,6.918542095114627699e+00,4.849777238734872320e+00,1.065149146673862113e+01,1.315073638414539836e+01,3.120593494634273046e+00,8.946758879793989649e+00,1.597393194694517682e+01,2.292686247776802411e+00,9.538908398052445392e+00,1.189420268399633862e+01,1.431710231161324920e+01,1.126710791268472001e+01,2.834831019275947384e+00,1.665413049692513914e+00,1.258254319526427345e+01,1.462474185120577452e+01
7.740132348509518145e+00,2.331749797658273060e+00,3.435759744379763170e+00,8.379869085988042698e+00,2.902037157964013847e+00,1.773548861830552381e+00,8.230638855361977591e+00,4.968402449960415801e+00,4.885548528405818658e+00,4.196106359923684082e+00,6.528619144789675310e+00,1.699322089571644545e+00,9.467828226100191813e+00,5.856213775230298957e+00,0.000000000000000000e+00,7.095247674570582141e+00,4.051790373733314965e+00,5.419014020264467213e+00,2.512271841478577183e+00,6.128226952089004698e+00,9.905370174376248116e+00,1.474954306200322307e+00,8.799508615088841523e+00,2.251802754350971547e+00,6.919629711995679777e+00,3.265818789348420736e+00,4.355560643646175123e+00,2.610333903666236743e+00,7.057813763801422446e+00,2.772496579898831914e+00,4.398543118933040397e+00,7.867227612801760195e+00,1.861275870719251602e+00,8.310736570253162148e-01,2.489924629298522873e+00,1.092456418212680136e+00,4.808107364023291197e+00,7.294560805776862722e+00,8.972689739207877935e+00,3.483694901918158671e+00,1.013609563432004101e+01,3.572527716334747527e+00,3.685715602515982514e+00,6.041225443697379127e+00,8.623425362191976973e+00,5.588774225662783479e+00,3.040983614383105937e+00,7.517775617922256792e+00,6.861654928410747090e+00,8.773854160851737305e+00
1.127146616370798604e+00,9.340998145504025629e+00,3.723596008707170668e+00,1.546841134310371046e+01,9.014189604590109539e+00,6.437998245778466355e+00,1.142462604156096795e+00,2.129833864740803939e+00,1.193068275166351633e+01,3.416104597168412749e+00,8.603075587015659442e-01,5.412004017158912106e+00,2.378319564047452594e+00,1.293455672777811571e+01,7.095247674570582141e+00,0.000000000000000000e+00,1.101074346511571989e+01,1.840750446382387828e+00,5.504857984610905142e+00,1.413183943057251923e+00,1.696351716904267448e+01,8.566675162695357670e+00,1.897484341440436317e+00,8.794996260039948055e+00,1.400924683987066999e+01,1.002564525089287706e+01,1.144634614633925018e+01,4.637606519844696962e+00,1.933483301368866147e+00,4.604302144581407852e+00,2.808812162076467889e+00,1.928542959148082714e+00,7.617238626068532525e+00,6.368278857183990560e+00,6.644908471617717360e+00,8.086922010543348804e+00,2.570638333552198063e+00,7.311382596590177974e-01,1.603710446582326554e+01,4.369914594497770643e+00,3.040964913911337941e+00,1.064210332699770056e+01,3.499529373528196707e+00,1.115974920912293777e+00,2.201599150876463629e+00,2.178260059286696748e+00,1.013562897680359853e+01,1.458686873860392907e+01,1.346067886630798238e+00,1.720087723744747832e+00
